,good_id,shop_id,onhand_qnt
1167,24955,7686,8.0
1168,24955,23293,27.0
1169,24955,26477,42.0
1170,25020,108664,6.0
1171,25145,108664,0.836
1172,25221,38006,11.0
1173,25233,98539,1.0
1174,25298,26477,4.0
1175,25502,15174,1.0
1176,25523,15174,115.0
1177,25677,15174,5.0
1178,25998,61188,998.0
1179,26103,56377,1.0
1180,26131,15174,1.0
1181,26242,34763,3.0
1182,26284,24799,8.0
1183,26397,56377,1.0
1184,26419,7686,1.0
1185,26461,15174,6.0
1186,26461,31565,1.0
1187,26530,29651,3.5
1188,26637,15174,40.418
1189,26645,15174,38.52
1190,26648,31565,1.0
1191,26654,15174,37.626
1192,26654,31565,2.0
1193,26661,19917,1.0
1194,26722,15174,1.0
1195,26740,7686,1.0
1196,26775,23293,6.0
1197,26778,23293,6.0
1198,26781,26477,12.0
1199,26781,34763,3.0
1200,26782,23293,1.0
1201,27017,34141,22.0
1202,27057,11013,1.0
1203,27078,15174,9.0
1204,27117,11013,1.0
1205,27171,26719,2.0
1206,27176,15174,5.0
1207,27176,26719,1.0
1208,27176,31565,1.0
1209,27176,38212,1.0
1210,27176,85973,17.0
1211,27462,34763,3.0
1212,27485,38006,1.0
1213,27548,67089,1.0
1214,27574,83733,9.0
1215,27652,19917,6.0
1216,27683,23293,20.0
1217,27959,11013,7.0
1218,27962,11013,2.0
1219,28011,15174,1.0
1220,28022,15174,3.0
1221,28031,11013,1.0
1222,28032,15174,3.0
1223,28217,43904,3.0
1224,28218,23414,25.5
1225,28221,23414,1.534
1226,28222,23414,2.68
1227,28223,15174,5.0
1228,28223,25347,25.0
1229,28233,24799,28.0
1230,28233,38212,3.0
1231,28239,11013,9.0
1232,28245,23414,0.838
1233,28245,25347,0.78
1234,28245,29651,21.0
1235,28245,43904,0.225
1236,28246,44447,0.873
1237,28248,23414,0.168
1238,28248,25347,1.24
1239,28248,29651,3.0
1240,28253,23414,0.474
1241,28353,11013,16.0
1242,28354,11013,8.0
1243,28355,11013,8.0
1244,28392,7686,1.0
1245,28392,31565,2.0
1246,28402,7686,2.0
1247,28402,34763,8.0
1248,28403,26477,9.0
1249,28403,38006,13.0
1250,28606,15174,2.0
1251,28606,34763,57.0
1252,28739,19917,2.03
1253,28755,23293,52.0
1254,28756,23293,55.0
1255,28875,24799,7.0
1256,29076,24799,29.0
1257,29078,24799,24.0
1258,29349,10171,2.0
1259,29488,34763,3.0
1260,29588,34763,1.0
1261,29588,47082,2.0
1262,29613,15174,6.0
1263,29669,19917,5.0
1264,29676,23293,2.0
1265,29787,34763,2.0
1266,29923,11013,6.0
1267,30201,18349,6.0
1268,30201,23293,50.0
1269,30201,74399,6.0
1270,30202,23293,34.0
1271,30237,15174,1.0
1272,30322,11013,1.0
1273,30374,11013,3.0
1274,30374,15174,3.0
1275,31245,34763,61.0
1276,31245,108664,65.0
1277,31560,29651,7.0
1278,31562,34763,4.0
1279,31675,38212,1.0
1280,31683,38212,5.0
1281,31686,12105,999999.0
1282,31689,19917,42.0
1283,31813,19917,1.0
1284,31900,26477,24.0
1285,31983,27514,16.0
1286,32033,38212,1.0
1287,32095,19765,4.0
1288,32230,20271,4.0
1289,32293,15174,1.0
1290,32308,15174,1.0
1291,32422,47082,24.0
1292,32461,11013,8.0
1293,32472,15174,1.0
1294,32480,26719,9.0
1295,32480,34763,3.0
1296,32480,56377,10.0
1297,32623,34763,4.0
1298,32687,11013,5.0
1299,32687,15174,1.0
1300,32770,15174,3.0
1301,32772,15174,6.0
1302,32828,15174,3.0
1303,32936,11013,1.0
1304,32968,15174,8.0
1305,33113,15174,26.0
1306,33175,15174,1.0
1307,33175,24799,45.0
1308,33175,26719,3.0
1309,33175,85973,22.0
1310,33182,11013,6.0
1311,33182,15174,3.0
1312,33182,85973,7.0
1313,33200,11013,2.0
1314,33200,15174,2.0
1315,33200,26719,1.0
1316,33285,15174,15.0
1317,33433,31565,0.465
1318,33443,31565,1.0
1319,33593,15174,6.0
1320,33612,15174,1.0
1321,33655,15174,1.0
1322,33711,11013,1.0
1323,33764,26719,8.0
1324,33778,15174,5.0
1325,33778,24799,69.0
1326,33883,15174,1.312
1327,33926,31565,2.0
1328,33972,15174,1.0
1329,34256,11013,1.0
1330,34256,31565,1.0
1331,34305,31565,2.0
1332,34594,38006,27.0
1333,34662,25347,0.706
1334,34687,15174,6.0
1335,34847,23293,10.0
1336,34980,11013,1.0
1337,34987,11013,1.0
1338,34987,15174,2.0
1339,35226,11013,2.0
1340,35267,15174,1.0
1341,35351,26719,1.0
1342,35429,15174,14.0
1343,35599,23293,18.0
1344,35599,38006,11.0
1345,35854,11013,2.0
1346,36007,31565,3.0
1347,36061,7686,1.0
1348,36286,23824,5.0
1349,36485,38006,2.0
1350,36485,46492,13.0
1351,36485,67089,2.0
1352,36508,20271,4.0
1353,36508,67089,20.0
1354,36509,20271,6.0
1355,36540,19917,2.697
1356,36550,38006,18.0
1357,36565,18349,2.0
1358,36565,36083,5.0
1359,36567,24799,10.0
1360,36655,24799,12.0
1361,36659,19917,17.0
1362,36725,38212,3.0
1363,36822,48383,9.0
1364,36929,15174,6.0
1365,37152,25347,1.408
1366,37152,29651,1.0
1367,37152,31565,3.0
1368,37152,44447,0.692
1369,37280,11013,1.0
1370,37292,11013,1.0
1371,37343,34763,2.0
1372,37343,38006,6.0
1373,37344,36083,1.0
1374,37344,38006,8.0
1375,37649,15174,7.0
1376,37650,15174,10.0
1377,37766,26719,1.0
1378,38004,38212,10.0
1379,38447,23824,10.0
1380,38447,27514,41.0
1381,38448,23824,4.0
1382,38448,27514,71.0
1383,38448,34763,1.0
1384,38448,38006,6.0
1385,38512,31565,6.0
1386,38826,11013,1.0
1387,38826,15174,1.0
1388,38858,15174,4.0
1389,38859,15174,4.0
1390,38934,15174,2.0
1391,39099,19917,2.0
1392,39374,15174,4.0
1393,39386,15174,11.0
1394,39405,11013,1.0
1395,39621,20271,21.0
1396,39626,20271,32.0
1397,39735,15174,1.0
1398,39888,15174,0.188
1399,39947,19917,3.452
1400,40097,11013,515.0
1401,40300,11013,6.0
1402,40301,19917,0.246
1403,40359,19917,2.36
1404,40632,15174,2.0
1405,40784,11013,3.0
1406,41232,20271,1.0
1407,41298,15174,1.0
1408,41385,34763,11.0
1409,41434,85973,1.0
1410,41460,23293,50.0
1411,41462,15174,10.0
1412,41488,7686,1.0
1413,41604,44447,5.0
1414,41606,26719,2.0
1415,41606,44447,7.0
1416,41789,44447,6.0
1417,41800,15174,2.0
1418,41960,38006,6.0
1419,42114,31565,10.0
1420,42460,27514,7.0
1421,42490,19765,1.0
1422,42490,23824,5.0
1423,42490,27514,4.0
1424,42490,38006,4.0
1425,42490,46492,2.0
1426,42492,20271,1.0
1427,42492,27514,3.0
1428,42494,23824,1.0
1429,42494,27514,5.0
1430,42494,67089,1.0
1431,42612,85973,11.0
1432,42851,15174,1.0
1433,43052,11013,2.0
1434,43104,19917,3.194
1435,43234,19917,1.866
1436,43389,44447,9.0
1437,43466,85973,24.0
1438,44054,23824,9.0
1439,44120,38212,1.0
1440,44315,20271,9.0
1441,44421,98539,2.0
1442,44448,15174,34.0
1443,44530,44447,10.0
1444,44587,20271,37.0
1445,44587,47082,29.0
1446,44726,34763,23.0
1447,44726,108664,99.0
1448,44800,7686,1.0
1449,44995,19917,8.0
1450,45134,19917,11.0
1451,45134,61188,3.0
1452,45178,15174,1.0
1453,45186,19765,2.0
1454,45186,20271,4.0
1455,45186,23824,6.0
1456,45186,34763,3.0
1457,45868,11013,1.0
1458,46150,15174,2.0
1459,46150,19917,10.0
1460,46204,23414,1.539
1461,46204,25347,0.802
1462,46252,85973,9.0
1463,46252,108664,19.0
1464,46300,34763,3.0
1465,46945,61188,16.0
1466,47074,56377,1.0
1467,47114,11013,3.0
1468,47283,98539,1.0
1469,47508,61188,0.0
1470,47563,15174,68.0
1471,47704,10171,0.5
1472,47777,24799,18.0
1473,47783,24799,6.0
1474,47896,15174,18.0
1475,47971,83749,250.0
1476,48058,15174,4.0
1477,48270,15174,8.0
1478,48440,38212,165.0
1479,48440,44447,119.0
1480,48463,38212,72.0
1481,48463,44447,93.0
1482,48470,38212,131.0
1483,48470,44447,67.0
1484,48487,29651,1.0
1485,48487,44447,1.0
1486,48488,23414,0.334
1487,48488,44447,0.387
1488,48493,38212,1.024
1489,48497,41970,1.144
1490,48500,23414,0.319
1491,48500,25347,0.598
1492,48505,38212,25.0
1493,48505,44447,2.0
1494,48542,29651,12.0
1495,48651,25347,0.5
1496,48677,11013,2.0
1497,48677,15174,8.0
1498,48723,15174,13.0
1499,48856,15174,7.0
1500,48877,11013,4.0
1501,48945,10171,1.0
1502,49000,44447,2.0
1503,49125,34763,1.0
1504,49133,29651,1.0
1505,49134,19917,6.0
1506,49147,15174,2.0
1507,49218,85973,2.0
1508,49505,11013,2.0
1509,49607,83733,498.0
1510,49633,25347,84.0
1511,49643,38006,1.0
1512,49764,11013,1.0
1513,49853,15174,33.0
1514,49882,19917,14.0
1515,49960,44447,10.0
1516,50019,15174,3.0
1517,50071,15174,16.0
1518,50092,11013,6.0
1519,50283,85973,11.0
1520,50290,85973,3.0
1521,50417,15174,4.0
1522,50659,34763,1.0
1523,51071,36083,2.0
1524,51089,15174,2.0
1525,51120,15174,0.946
1526,51291,26477,8.0
1527,51341,7686,1.0
1528,51721,31565,13.0
1529,53527,11013,4.0
1530,53878,19917,1.0
1531,53878,44447,6.0
1532,53878,85973,6.0
1533,54023,15174,3.06
1534,54088,15174,1.0
1535,54340,15174,1.0
1536,54415,10171,3.0
1537,54512,11013,2.0
1538,54513,11013,2.0
1539,54525,15174,1.0
1540,55105,15174,1.0
1541,55263,19917,1.0
1542,55304,15174,13.0
1543,55364,15174,2.0
1544,55720,15174,3.0
1545,55773,15174,17.0
1546,55773,108664,20.0
1547,55842,15174,12.0
1548,61958,19917,10.0
1549,66543,56377,1.0
1550,67279,98539,5.0
1551,67625,34763,3.0
1552,67813,26719,1.0
1553,68049,98539,1.0
1554,68070,15174,2.0
1555,79244,15174,18.0
1556,79245,19917,3.0
1557,948962,11013,18.0
1558,948962,44447,41.0
1559,949328,15174,1.0
1560,951398,15174,10.0
1561,987018,47082,6.0
1562,987018,67089,1.0
1563,1003733,24799,9.0
1564,1014696,11013,6.0
1565,1014712,85973,17.0
1566,1084713,31565,1.0
1567,1084854,19917,36.0
1568,1085138,11013,2.0
1569,1085260,15174,3.0
1570,1085415,85973,4.0
1571,1085605,11013,2.0
1572,1085666,7686,1.0
1573,1085719,34763,14.0
1574,1085725,43904,3.0
1575,1085908,31565,2.0
1576,1085968,15174,2.0
1577,1086013,15174,1.0
1578,1086014,15174,1.0
1579,1086065,48383,529.0
1580,1086080,11013,2.0
1581,1086088,11013,1.0
1582,1086132,19917,4.0
1583,1086416,34763,6.0
1584,1086612,26719,1.0
1585,1087243,15174,17.0
1586,1087243,24799,72.0
1587,1087296,31565,1.0
1588,1087297,31565,2.0
1589,1087322,34763,1.0
1590,1087410,11013,1.0
1591,1087422,15174,2.0
1592,1087479,38006,6.0
1593,1087647,98539,32.0
1594,1087658,98539,9.0
1595,1087671,11013,9.0
1596,1087888,11013,3.0
1597,1087914,44447,0.695
1598,1087934,26477,4.0
1599,1087936,26477,27.0
1600,1087975,11013,1.0
1601,1087975,56377,5.0
1602,1088015,26477,6.0
1603,1088016,26477,8.0
1604,1088385,38006,13.5
1605,1088888,15174,34.0
1606,1088889,15174,29.0
1607,1088936,15174,13.0
1608,1088973,15174,1.0
1609,1089046,34141,29.0
1610,1089046,43904,3.0
1611,1089082,19765,10.0
1612,1089082,20271,4.0
1613,1089194,19917,3.0
1614,1089195,15174,89.0
1615,1090439,98539,8.0
1616,1090948,15174,1.0
1617,1091031,19917,2.0
1618,1091202,44447,0.254
1619,1091202,56377,20.0
1620,1091226,15174,1.0
1621,1091246,26719,5.0
1622,1091248,24799,41.0
1623,1091248,38212,2.0
1624,1091248,85973,5.0
1625,1091265,15174,1.0
1626,1091268,11013,2.0
1627,1091279,11013,1.0
1628,1091332,15174,1.0
1629,1091332,19917,1.0
1630,1091338,11013,1.0
1631,1091422,26719,2.0
1632,1091483,7686,4.0
1633,1091799,38212,27.0
1634,1091947,15174,5.0
1635,1091999,11013,1.0
1636,1092401,38006,9.0
1637,1092402,38006,1.0
1638,1092633,24799,6.0
1639,1092980,44447,3.0
1640,1092983,44447,2.0
1641,1093255,15174,19.0
1642,1093263,11013,2.0
1643,1093472,19917,3.0
1644,1093585,38212,11.0
1645,1094056,7686,1.0
1646,1094200,10171,0.25
1647,1094340,15174,6.0
1648,1094404,15174,3.0
1649,1094951,15174,109.0
1650,1095167,19917,5.0
1651,1095340,15174,5.0
1652,1095490,15174,5.0
1653,1095519,15174,36.0
1654,1095601,15174,1.0
1655,1095682,15174,1.0
1656,1095706,15174,2.0
1657,1095715,15174,7.0
1658,1095903,98539,15.0
1659,1096039,31565,1.0
1660,1096039,96320,1.0
1661,1096119,31565,1.0
1662,1096257,19917,2.478
1663,1096267,31565,2.0
1664,1096347,11013,3.0
1665,1096349,15174,7.0
1666,1096415,15174,1.0
1667,1096416,15174,2.0
1668,1096417,15174,6.0
1669,1096421,15174,9.0
1670,1096769,19917,8.0
1671,1096798,15174,5.56
1672,1096945,15174,2.0
1673,1096996,15174,22.0
1674,1096997,15174,17.0
1675,1097020,15174,1.0
1676,1097225,15174,1.0
1677,1097313,11013,1.0
1678,1097339,44447,1.0
1679,1097353,24799,11.0
1680,1097353,31565,1.0
1681,1097353,34763,3.0
1682,1097515,7686,3.0
1683,1097515,11013,4.0
1684,1097515,27514,9.0
1685,1097617,31565,1.0
1686,1097618,15174,1.0
1687,1097635,19917,51.0
1688,1097656,24799,12.0
1689,1097883,19917,2.0
1690,1097996,15174,1.0
1691,1098234,83858,8.0
1692,1098257,31565,1.0
1693,1098259,15174,1.0
1694,1098354,15174,1.116
1695,1098367,11013,1.0
1696,1098433,31565,1.0
1697,1098512,15174,0.4
1698,1098608,15174,62.0
1699,1098727,11013,6.0
1700,1099006,31565,0.172
1701,1099335,15174,5.0
1702,1099346,15174,1.0
1703,1099412,85973,12.0
1704,1099416,15174,2.0
1705,1099662,15174,16.0
1706,1099714,15174,1.0
1707,1099803,15174,1.0
1708,1100112,98539,45.0
1709,1100155,74399,72.0
1710,1100305,19917,0.888
1711,1100412,34141,11.0
1712,1100744,11013,3.0
1713,1100744,19917,23.0
1714,1101152,48383,1.0
1715,1101153,48383,5.0
1716,1101154,48383,7.0
1717,1101288,19917,8.0
1718,1101573,38006,8.0
1719,1101581,11013,2.0
1720,1101845,15174,4.0
1721,1102188,15174,1.0
1722,1102188,31565,5.0
1723,1102337,11013,1.0
1724,1102337,15174,14.0
1725,1102347,15174,2.902
1726,1102703,15174,1.418
1727,1103321,11013,1.0
1728,1103339,23824,14.0
1729,1104012,31565,8.0
1730,1104030,15174,27.0
1731,1104386,38006,1.0
1732,1104463,15174,1.0
1733,1104805,15174,1.0
1734,1104883,38212,0.998
1735,1104883,41970,1.582
1736,1105120,11013,1.0
1737,1105284,19917,0.054
1738,1105289,26477,13.0
1739,1105351,11013,1.0
1740,1105743,7686,1.0
1741,1105872,26719,1.0
1742,1105929,85973,4.0
1743,1106026,11013,5.0
1744,1106062,11013,1.0
1745,1106151,19917,6.0
1746,1106151,38212,1.0
1747,1106382,11013,17.0
1748,1106464,108664,1.0
1749,1106664,19917,1.371
1750,1106754,19917,6.0
1751,1106924,23414,2.485
1752,1106924,29651,3.0
1753,1107013,11013,3.0
1754,1107027,31565,1.0
1755,1107304,23293,13.0
1756,1107304,26477,1.0
1757,1107304,31565,7.0
1758,1107304,56377,8.0
1759,1107731,25347,39.5
1760,1107974,15174,4.0
1761,1108134,98539,14.0
1762,1108146,34763,12.0
1763,1108503,15174,2.0
1764,1108621,15174,1.0
1765,1109231,7686,1.0
1766,1109864,19917,0.78
1767,1109864,31565,0.635
1768,1110286,11013,6.0
1769,1110654,43904,1.0
1770,1110954,25347,54.5
1771,1110958,25347,50.0
1772,1111453,17846,426.0
1773,1111513,11013,2.0
1774,1111848,38006,6.0
1775,1111883,15174,8.0
1776,1112072,23414,6.0
1777,1112073,23293,29.0
1778,1112073,27514,2.0
1779,1112073,34763,17.0
1780,1112259,19917,1.0
1781,1112526,15174,2.0
1782,1112537,15174,1.0
1783,1112566,15174,2.0
1784,1112567,15174,3.0
1785,1112577,108664,6.0
1786,1112724,15174,6.344
1787,1112780,23293,105.0
1788,1113064,15174,0.894
1789,1113276,23293,1.0
1790,1113483,19917,31.0
1791,1113748,34763,2.0
1792,1114016,11013,2.0
1793,1114107,27514,5.0
1794,1114160,19765,3.0
1795,1114160,23824,4.0
1796,1114709,15174,2.008
1797,1114709,31565,1.0
1798,1114752,15174,6.0
1799,1115152,15174,4.0
1800,1115249,34763,28.0
1801,1115352,23824,7.0
1802,1115612,15174,2.0
1803,1126358,19917,9.0
1804,1126572,19765,2.0
1805,1126572,20271,6.0
1806,1126996,34763,3.0
1807,1127251,23414,14.0
1808,1127587,11013,5.0
1809,1127587,15174,10.0
1810,1127597,26719,1.0
1811,1127600,15174,15.0
1812,1127600,19917,1.0
1813,1127605,48383,3.0
1814,1127638,56377,2.0
1815,1127800,31565,1.0
1816,1127803,56377,14.0
1817,1127891,108664,24.0
1818,1128096,15174,2.0
1819,1128097,15174,7.0
1820,1128248,11013,1.0
1821,1128479,15174,20.0
1822,1128526,15174,1.0
1823,1128828,25347,1.222
1824,1128977,23293,41.0
1825,1129254,15174,4.0
1826,1129560,11013,1.0
1827,1129580,11013,3.0
1828,1130086,15174,1.0
1829,1130299,19917,1.0
1830,1130957,15174,1.0
1831,1131431,7686,1.0
1832,1131647,31565,1.0
1833,1131847,15174,4.0
1834,1131954,31565,4.0
1835,1131958,34763,1.0
1836,1132142,34763,1.0
1837,1132177,15174,6.0
1838,1132573,108664,5.0
1839,1132586,85973,14.0
1840,1132760,31565,1.0
1841,1132776,23824,7.0
1842,1133093,15174,6.0
1843,1133093,44447,1.0
1844,1133160,11013,5.0
1845,1133160,26719,14.0
1846,1133350,38006,6.0
1847,1133351,38006,8.0
1848,1133423,11013,34.0
1849,1133583,15174,3.0
1850,1134175,24799,13.0
1851,1134735,23824,1.0
1852,1134871,15174,8.0
1853,1134996,15174,21.0
1854,1136153,19917,4.0
1855,1136496,85973,12.0
1856,1136539,85973,3.0
1857,1136755,20271,6.0
1858,1136771,23824,6.0
1859,1136771,34763,3.0
1860,1136885,11013,1.0
1861,1136913,44447,1.0
1862,1137139,46492,1.0
1863,1137509,31565,2.0
1864,1137535,108664,1.0
1865,1137616,85973,7.0
1866,1137642,85973,3.0
1867,1138380,11013,5.0
1868,1139526,58864,4.0
1869,1139526,60439,334.0
1870,1139526,87474,669.0
1871,1139590,56377,1.0
1872,1139867,15174,2.0
1873,1139867,34763,1.0
1874,1139888,11013,1.0
1875,1140241,38212,19.0
1876,1140995,15174,4.0
1877,1141012,15174,1.0
1878,1141137,34763,10.0
1879,1141434,15174,0.66
1880,1141653,15174,5.0
1881,1141653,48383,97.0
1882,1141667,38006,19.0
1883,1141673,38006,12.0
1884,1141708,85973,2.0
1885,1142132,98539,3.0
1886,1142891,56377,1.0
1887,1143301,24799,9.0
1888,1143323,44447,0.04
1889,1143393,15174,9.0
1890,1143427,15174,1.0
1891,1144291,98539,1.0
1892,1144296,15174,2.67
1893,1144311,19917,1.0
1894,1144327,15174,21.0
1895,1144332,15174,152.0
1896,1144925,23293,1.0
1897,1144925,38006,15.0
1898,1145004,74399,9.0
1899,1145046,15174,2.0
1900,1145048,56377,1.0
1901,1145215,15174,8.0
1902,1145261,34763,31.0
1903,1145421,31565,2.0
1904,1145437,15174,7.0
1905,1145695,24799,1.0
1906,1145736,24799,11.0
1907,1146043,15174,2.0
1908,1146569,34763,1.0
1909,1146745,7686,1.0
1910,1146915,15174,3.0
1911,1146920,15174,6.0
1912,1147198,38212,12.0
1913,1147489,98539,30.0
1914,1148286,31565,8.7
1915,1148404,15174,1.0
1916,1148509,15174,1.0
1917,1148640,98539,2.0
1918,1148742,98539,1.0
1919,1149472,11013,1.0
1920,1149918,15174,68.0
1921,1150476,43904,31.0
1922,1150486,11013,2.0
1923,1151547,15174,4.0
1924,1151548,15174,6.0
1925,1151668,34763,2.0
1926,1151708,43904,1.0
1927,1151883,15174,5.0
1928,1152342,7686,2.0
1929,1152348,7686,1.0
1930,1152360,15174,21.0
1931,1152434,11013,1.0
1932,1152482,15174,149.0
1933,1152620,15174,10.0
1934,1153287,11013,1.0
1935,1153910,15174,5.0
1936,1154099,11013,7.0
1937,1154184,34763,4.0
1938,1154257,11013,2.0
1939,1154257,15174,15.0
1940,1154662,15174,384.0
1941,1155385,38006,10.0
1942,1155424,38006,2.0
1943,1155723,25347,0.532
1944,1155976,10171,0.15
1945,1156149,10171,13.7
1946,1156490,56377,1.0
1947,1156680,34763,1.0
1948,1157095,48383,6.0
1949,1157191,15174,127.0
1950,1157528,44447,0.36
1951,1157545,56377,7.0
1952,1158292,19765,9.0
1953,1158292,67089,8.0
1954,1158370,38006,18.0
1955,1158501,11013,3.0
1956,1158702,23824,3.0
1957,1158727,11013,3.0
1958,1158850,85973,13.0
1959,1159277,29651,0.0
1960,1159695,23824,10.0
1961,1159763,19917,8.0
1962,1159770,19917,11.0
1963,1159804,10171,11.0
1964,1159926,15174,8.0
1965,1160366,11013,1.0
1966,1160387,56377,2.0
1967,1160410,19917,2.0
1968,1160645,15174,29.0
1969,1160871,11013,1.0
1970,1160871,15174,3.0
1971,1161638,85973,7.0
1972,1161839,34763,41.0
1973,1161851,7686,1.0
1974,1161924,19765,1.0
1975,1161958,19765,16.0
1976,1162316,34763,1.0
1977,1162316,85973,2.0
1978,1162333,15174,2.0
1979,1162436,31565,22.01
1980,1162646,15174,24.0
1981,1162651,23414,34.5
1982,1163275,61188,541.0
1983,1163747,7686,2.0
1984,1163747,20271,1.0
1985,1163747,67089,42.0
1986,1163854,61188,868.0
1987,1164340,56377,11.0
1988,1164588,34763,1.0
1989,1164746,20271,1.0
1990,1164955,7686,4.0
1991,1164955,20271,19.0
1992,1164955,34763,3.0
1993,1164955,47082,4.0
1994,1165034,19917,8.0
1995,1165907,15174,5.0
1996,1166009,41970,1.0
1997,1166010,15174,2.0
1998,1166035,7686,1.0
1999,1166206,11013,3.0
2000,1166474,15174,13.0
2001,1166481,7686,1.0
2002,1166537,15174,0.866
2003,1166537,19917,3.646
2004,1166548,15174,2.596
2005,1166675,15174,2.0
2006,1166797,31565,1.0
2007,1166936,11013,1.0
2008,1167270,7686,1.0
2009,1168567,48383,1.0
2010,1168862,15174,2.0
2011,1169564,19917,0.003
2012,1169595,11013,5.0
2013,1170034,15174,0.534
2014,1170135,85973,11.0
2015,1170278,31565,1.0
2016,1170387,7686,4.0
2017,1170387,27514,60.0
2018,1170588,15174,1.0
2019,1170974,24799,7.0
2020,1170974,34763,16.0
2021,1170974,47082,1.0
2022,1171012,11013,3.0
2023,1171037,34763,3.0
2024,1171037,85973,1.0
2025,1171112,31565,1.0
2026,1171143,15174,1.0
2027,1171167,48383,9904.686
2028,1171275,108664,21.5
2029,1171326,56377,1.0
2030,1171335,43904,68.0
2031,1171540,15174,7.146
2032,1171663,15174,1.0
2033,1171833,11013,1.0
2034,1171905,15174,8.0
2035,1172397,67089,1.0
2036,1172603,15174,12.0
2037,1172643,15174,21.0
2038,1172931,15174,2.0
2039,1172931,24799,4.0
2040,1172931,31565,1.0
2041,1172931,38212,4.0
2042,1172964,15174,3.0
2043,1174614,11013,1.0
2044,1174663,19917,3.0
2045,1174715,11013,1.0
2046,1174723,23293,6.0
2047,1174723,74399,7.0
2048,1174863,11013,1.0
2049,1175006,11013,9.0
2050,1175457,11013,1.0
2051,1175523,85973,4.0
2052,1175533,15174,1.0
2053,1175596,15174,2.0
2054,1175760,47082,22.0
2055,1175768,38212,4.0
2056,1175805,11013,4.0
2057,1176446,23293,6.0
2058,1176646,15174,5.0
2059,1178452,15174,1.0
2060,1179645,34763,1.0
2061,1180058,15174,1.0
2062,1180272,98539,19.0
2063,1180623,11013,1.0
2064,1180908,85973,6.0
2065,1180992,23293,2.0
2066,1181719,19917,1.0
2067,1181935,15174,43.0
2068,1181935,26719,4.0
2069,1182386,15174,4.0
2070,1182749,15174,19.0
2071,1182763,15174,1.0
2072,1184038,19917,6.0
2073,1184170,23293,57.0
2074,1184248,11013,1.0
2075,1184326,11013,4.0
2076,1184710,23293,33.0
2077,1184711,23293,101.0
2078,1184713,23293,58.0
2079,1184864,26719,3.0
2080,1184864,34763,8.0
2081,1185611,19917,2.0
2082,1185708,85973,5.0
2083,1185737,85973,3.0
2084,1185809,15174,1.0
2085,1186357,56377,5.0
2086,1186655,19917,11.0
2087,1186676,85973,281.0
2088,1186712,43904,1.0
2089,1186813,38006,10.0
2090,1186906,15174,2.0
2091,1187056,15174,3.0
2092,1187056,31565,3.0
2093,1187329,47082,4.0
2094,1187350,11013,8.0
2095,1187393,19917,2.0
2096,1187427,7686,1.0
2097,1188449,31565,3.0
2098,1188462,23824,4.0
2099,1189202,15174,4.0
2100,1189508,15174,4.0
2101,1189536,11013,5.0
2102,1189908,15174,1.0
2103,1190071,34763,1.0
2104,1190324,19917,1.0
2105,1190434,15174,22.0
2106,1190795,11013,9.0
2107,1190987,31565,1.0
2108,1191120,31565,3.0
2109,1192133,43904,578.0
2110,1192190,15174,9.0
2111,1192287,15174,26.0
2112,1192288,38212,15.0
2113,1192611,15174,7.0
2114,1192812,34763,2.0
2115,1193024,11013,1.0
2116,1193904,19917,6.0
2117,1194595,11013,1.0
2118,1195818,24799,17.0
2119,1195876,15174,8.0
2120,1196073,98539,2.0
2121,1196593,44447,1.417
2122,1196754,31565,0.8
2123,1197274,11013,1.0
2124,1197572,38212,9.0
2125,1197794,23293,119.0
2126,1197796,23824,4.0
2127,1198038,34763,106.0
2128,1198127,31565,3.0
2129,1198260,11013,1.0
2130,1198260,15174,30.0
2131,1198282,15174,30.0
2132,1198285,15174,11.0
2133,1198323,85973,2.0
2134,1198328,15174,42.0
2135,1198543,74399,0.9
2136,1198963,15174,8.0
2137,1199066,10171,59.4
2138,1199143,15174,5.0
2139,1199263,85973,1.0
2140,1199445,24799,25.0
2141,1199445,85973,10.0
2142,1199903,96320,2.0
2143,1199905,96320,21.0
2144,1199912,15174,3.0
2145,1200673,85973,17.0
2146,1201008,11013,42.0
2147,1201057,11013,1.0
2148,1201285,24799,28.0
2149,1201286,19765,3.0
2150,1201360,15174,1.0
2151,1201402,31565,1.0
2152,1202710,11013,5.0
2153,1202710,24799,12.0
2154,1202710,26719,1.0
2155,1203007,12105,999998.0
2156,1203018,19917,0.698
2157,1203255,74399,0.7
2158,1203740,108664,34.5
2159,1203776,108664,2.82
2160,1204336,19917,2.0
2161,1204482,31565,1.0
2162,1205249,26719,7.0
2163,1205249,85973,6.0
2164,1205457,48383,86.0
2165,1205727,47082,11.0
2166,1205729,47082,8.0
2167,1206332,98539,116.0
2168,1206812,11013,1.0
2169,1206812,15174,1.0
2170,1207610,19765,1.0
2171,1208128,47082,9.0
2172,1208815,38006,2.0
2173,1208841,56377,12.0
2174,1208843,23824,14.0
2175,1208843,26477,14.0
2176,1208868,31565,0.07
2177,1208921,38212,5.0
2178,1208926,38212,1.0
2179,1209071,11013,1.0
2180,1209071,15174,2.0
2181,1209374,15174,7.0
2182,1209407,108664,13.0
2183,1209488,11013,14.0
2184,1209488,15174,4.0
2185,1209488,85973,22.0
2186,1209516,7686,2.0
2187,1209687,11013,3.0
2188,1209745,56377,1.0
2189,1210249,15174,76.0
2190,1210249,34763,12.0
2191,1210747,31565,1.87
2192,1210831,11013,1.0
